Date,Product_Category,Price,Discount,Customer_Segment,Marketing_Spend,Units_Sold,Data_Type
2024-02-13,Toys,493.76,37.0,Regular,8353.08,34,Old
2024-02-14,Sports,772.7,45.9,Premium,8165.24,45,Old
2024-02-15,Fashion,686.46,14.0,Premium,6157.13,22,Old
2024-02-16,Fashion,451.44,42.92,Occasional,3797.23,31,Old
2024-02-17,Toys,280.89,14.61,Premium,2627.83,32,Old
2024-02-18,Sports,997.15,45.54,Occasional,1148.16,21,Old
2024-02-19,Electronics,431.92,37.7,Occasional,3613.49,20,Old
2024-02-20,Toys,456.87,40.25,Premium,4190.41,26,Old
2024-02-21,Fashion,171.99,0.9,Regular,6790.65,26,Old
2024-02-22,Fashion,796.86,48.14,Regular,6615.78,30,Old
2024-02-23,Toys,696.75,36.33,Premium,794.07,33,Old
2024-02-24,Sports,228.56,15.24,Regular,4013.07,36,Old
2024-02-25,Fashion,91.56,41.47,Occasional,1899.61,19,Old
2024-02-26,Sports,683.69,14.08,Occasional,1652.45,27,Old
2024-02-27,Fashion,657.97,43.64,Premium,8290.29,31,Old
2024-02-28,Fashion,280.53,5.63,Regular,514.96,28,Old
2024-02-29,Home Decor,951.35,35.18,Regular,4249.91,20,Old
2024-03-01,Fashion,159.55,27.03,Occasional,1765.22,35,Old
2024-03-02,Electronics,438.01,4.83,Premium,8805.37,26,Old
2024-03-03,Toys,944.18,12.09,Regular,5614.7,32,Old
2024-03-04,Toys,425.53,0.62,Premium,2390.67,39,Old
2024-03-05,Sports,642.14,23.44,Regular,5074.03,40,Old
2024-03-06,Fashion,403.62,15.06,Occasional,7341.71,17,Old
2024-03-07,Electronics,281.47,29.92,Occasional,9585.37,29,Old
2024-03-08,Sports,984.14,14.86,Premium,2282.42,34,Old
2024-03-09,Home Decor,415.24,15.0,Occasional,8873.2,35,Old
2024-03-10,Sports,895.16,37.16,Regular,9349.61,14,Old
2024-03-11,Sports,237.66,2.41,Occasional,9172.56,37,Old
2024-03-12,Fashion,220.97,45.14,Premium,6390.6,20,Old
2024-03-13,Home Decor,40.82,42.61,Premium,6335.22,15,Old
2024-03-14,Sports,655.15,33.39,Premium,4091.79,26,Old
2024-03-15,Electronics,374.84,29.66,Regular,7548.74,32,Old
2024-03-16,Electronics,865.71,44.62,Regular,5359.81,40,Old
2024-03-17,Toys,478.48,9.27,Regular,6806.64,26,Old
2024-03-18,Home Decor,968.51,3.95,Regular,4341.73,25,Old
2024-03-19,Home Decor,193.67,11.98,Regular,7341.81,33,Old
2024-03-20,Toys,869.94,39.73,Occasional,8262.27,15,Old
2024-03-21,Sports,778.83,1.73,Regular,1549.72,26,Old
2024-03-22,Home Decor,773.21,29.14,Regular,8346.0,23,Old
2024-03-23,Electronics,846.34,49.77,Occasional,5448.94,36,Old
2024-03-24,Electronics,763.41,42.78,Regular,8462.19,19,Old
2024-03-25,Fashion,629.96,26.07,Premium,4369.89,33,Old
2024-03-26,Home Decor,139.93,3.18,Regular,3852.5,30,Old
2024-03-27,Sports,42.2,41.57,Regular,9159.1,28,Old
2024-03-28,Toys,921.64,29.95,Premium,2586.58,30,Old
2024-03-29,Toys,620.48,5.75,Premium,8457.7,26,Old
2024-03-30,Sports,798.57,4.69,Premium,4891.8,20,Old
2024-03-31,Fashion,486.71,45.48,Premium,5189.54,31,Old
2024-04-01,Toys,126.14,33.46,Regular,3153.84,31,Old
2024-04-02,Home Decor,133.93,41.46,Premium,5773.12,26,Old
2024-04-03,Fashion,688.71,43.95,Premium,3319.59,33,Old
2024-04-04,Home Decor,436.0,28.59,Occasional,488.77,29,Old
2024-04-05,Electronics,208.52,25.87,Premium,2792.79,24,Old
2024-04-06,Fashion,496.68,21.52,Premium,163.15,30,Old
2024-04-07,Toys,73.57,15.85,Occasional,9785.71,27,Old
2024-04-08,Fashion,586.15,21.73,Occasional,9660.9,30,Old
2024-04-09,Fashion,276.3,38.69,Regular,4012.04,22,Old
2024-04-10,Fashion,799.58,30.1,Occasional,7310.87,31,Old
2024-04-11,Fashion,317.26,44.63,Regular,3523.48,18,Old
2024-04-12,Home Decor,460.67,22.17,Occasional,6743.82,21,Old
2024-04-13,Electronics,21.5,30.35,Occasional,8073.76,35,Old
2024-04-14,Sports,81.72,31.57,Regular,9472.89,29,Old
2024-04-15,Fashion,398.57,29.58,Occasional,4062.1,24,Old
2024-04-16,Toys,485.14,35.13,Regular,7854.65,26,Old
2024-04-17,Fashion,604.02,11.87,Occasional,2732.69,39,Old
2024-04-18,Toys,298.75,25.62,Premium,9904.29,26,Old
2024-04-19,Home Decor,698.03,5.21,Occasional,355.12,38,Old
2024-04-20,Toys,861.52,19.23,Regular,6074.94,39,Old
2024-04-21,Sports,782.05,24.38,Occasional,6629.11,43,Old
2024-04-22,Electronics,49.22,32.61,Regular,6911.65,27,Old
2024-04-23,Toys,485.7,47.53,Regular,1291.84,21,Old
2024-04-24,Toys,113.88,30.03,Premium,9391.44,27,Old
2024-04-25,Electronics,249.62,37.18,Premium,1893.71,35,Old
2024-04-26,Sports,986.8,25.31,Regular,6265.26,24,Old
2024-04-27,Fashion,151.07,31.71,Occasional,2304.49,25,Old
2024-04-28,Toys,503.9,3.55,Regular,3141.44,33,Old
2024-04-29,Electronics,621.97,12.72,Regular,5509.94,27,Old
2024-04-30,Home Decor,705.44,18.09,Occasional,4230.21,16,Old
2024-05-01,Electronics,564.05,23.62,Occasional,1686.23,19,Old
2024-05-02,Home Decor,19.67,2.28,Occasional,1792.27,24,Old
2024-05-03,Sports,333.2,7.0,Occasional,4239.63,16,Old
2024-05-04,Fashion,522.53,13.84,Regular,7597.1,44,Old
2024-05-05,Electronics,96.99,48.58,Regular,8989.85,18,Old
2024-05-06,Toys,357.12,16.57,Premium,932.86,38,Old
2024-05-07,Sports,42.87,24.1,Regular,3991.73,27,Old
2024-05-08,Electronics,87.79,9.8,Occasional,1092.43,26,Old
2024-05-09,Toys,402.95,30.54,Premium,264.27,26,Old
2024-05-10,Electronics,141.39,14.03,Occasional,6651.01,26,Old
2024-05-11,Home Decor,571.87,10.35,Regular,6064.25,38,Old
2024-05-12,Electronics,692.57,25.83,Premium,1713.89,28,Old
2024-05-13,Electronics,802.58,0.28,Occasional,2414.75,22,Old
2024-05-14,Electronics,208.15,0.38,Premium,334.71,34,Old
2024-05-15,Sports,175.81,10.95,Premium,8365.98,24,Old
2024-05-16,Electronics,113.52,1.84,Regular,9749.44,40,Old
2024-05-17,Toys,640.07,5.4,Occasional,1441.05,35,Old
2024-05-18,Home Decor,709.41,16.94,Premium,2391.6,31,Old
2024-05-19,Home Decor,41.27,40.13,Premium,8697.25,26,Old
2024-05-20,Electronics,936.85,28.6,Occasional,9271.99,30,Old
2024-05-21,Sports,61.45,25.63,Premium,4254.31,28,Old
2024-05-22,Sports,545.88,14.67,Premium,601.16,16,Old
2024-05-23,Toys,711.97,46.59,Premium,489.98,31,Old
2024-05-24,Electronics,872.26,19.85,Occasional,5782.1,21,Old
2024-05-25,Home Decor,716.95,4.35,Occasional,3989.66,32,Old
2024-05-26,Sports,803.71,30.85,Occasional,383.66,43,Old
2024-05-27,Electronics,346.06,5.69,Occasional,5874.2,35,Old
2024-05-28,Sports,816.68,17.26,Regular,211.9,21,Old
2024-05-29,Sports,89.31,25.37,Premium,7894.98,31,Old
2024-05-30,Home Decor,895.87,43.71,Occasional,3133.68,25,Old
2024-05-31,Fashion,552.12,24.68,Premium,498.55,40,Old
2024-06-01,Toys,819.12,35.11,Premium,5924.69,29,Old
2024-06-02,Toys,457.8,49.64,Regular,4037.08,22,Old
2024-06-03,Home Decor,647.14,6.57,Occasional,9740.62,32,Old
2024-06-04,Sports,531.14,13.74,Occasional,5487.57,28,Old
2024-06-05,Electronics,734.27,19.73,Premium,2824.87,47,Old
2024-06-06,Sports,90.81,21.09,Occasional,7123.44,52,Old
2024-06-07,Home Decor,69.75,20.55,Premium,2787.77,30,Old
2024-06-08,Toys,254.63,45.38,Premium,9052.01,26,Old
2024-06-09,Sports,167.95,35.7,Regular,3809.75,22,Old
2024-06-10,Toys,873.07,30.4,Regular,5543.7,28,Old
2024-06-11,Electronics,227.02,15.47,Regular,600.67,21,Old
2024-06-12,Toys,976.11,41.19,Premium,4318.6,38,Old
2024-06-13,Toys,343.53,47.75,Occasional,8340.4,21,Old
2024-06-14,Fashion,190.3,41.06,Regular,8075.92,32,Old
2024-06-15,Fashion,791.8,0.08,Occasional,2320.75,34,Old
2024-06-16,Fashion,662.12,31.82,Regular,2338.18,28,Old
2024-06-17,Toys,503.21,2.56,Regular,8191.32,18,Old
2024-06-18,Home Decor,559.81,12.88,Premium,9310.94,23,Old
2024-06-19,Toys,722.01,2.98,Regular,1044.07,29,Old
2024-06-20,Home Decor,236.17,30.19,Regular,4555.58,33,Old
2024-06-21,Home Decor,996.37,34.33,Premium,3440.8,30,Old
2024-06-22,Fashion,975.05,5.72,Occasional,8719.82,38,Old
2024-06-23,Sports,653.82,19.19,Regular,926.9,26,Old
2024-06-24,Electronics,207.55,22.81,Premium,2190.15,30,Old
2024-06-25,Fashion,683.43,18.45,Regular,7549.44,27,Old
2024-06-26,Fashion,81.48,6.05,Premium,607.81,42,Old
2024-06-27,Sports,40.35,20.95,Occasional,4976.1,16,Old
2024-06-28,Electronics,265.11,37.56,Occasional,4476.86,50,Old
2024-06-29,Toys,468.0,3.55,Premium,3410.57,32,Old
2024-06-30,Toys,869.59,4.01,Premium,4006.27,28,Old
2024-07-01,Fashion,729.9,17.74,Premium,5346.41,27,Old
2024-07-02,Electronics,745.28,47.09,Occasional,1697.54,41,Old
2024-07-03,Fashion,431.24,33.43,Regular,5762.76,32,Old
2024-07-04,Home Decor,352.48,33.93,Occasional,8073.78,25,Old
2024-07-05,Fashion,377.33,18.1,Premium,7625.59,42,Old
2024-07-06,Fashion,987.77,29.68,Premium,1623.61,22,Old
2024-07-07,Toys,49.71,0.51,Occasional,1577.57,40,Old
2024-07-08,Toys,868.36,31.8,Premium,2754.93,35,Old
2024-07-09,Toys,582.89,45.66,Occasional,3674.64,33,Old
2024-07-10,Home Decor,444.23,30.63,Premium,4143.71,22,Old
2024-07-11,Toys,728.01,43.68,Regular,6829.0,35,Old
2024-07-12,Electronics,491.8,36.2,Regular,661.14,16,Old
2024-07-13,Sports,874.69,6.03,Premium,443.26,29,Old
2024-07-14,Electronics,901.69,45.12,Occasional,3979.91,27,Old
2024-07-15,Electronics,427.5,3.32,Regular,7001.92,13,Old
2024-07-16,Toys,284.06,26.7,Occasional,2015.01,33,Old
2024-07-17,Sports,596.43,7.11,Premium,6450.89,31,Old
2024-07-18,Sports,913.24,0.59,Occasional,2672.3,34,Old
2024-07-19,Sports,218.56,21.1,Regular,8872.25,40,Old
2024-07-20,Home Decor,626.74,14.75,Occasional,8967.33,28,Old
2024-07-21,Toys,635.24,24.3,Occasional,3043.14,15,Old
2024-07-22,Sports,735.78,28.86,Premium,2376.94,26,Old
2024-07-23,Home Decor,140.25,2.19,Premium,4171.91,37,Old
2024-07-24,Fashion,718.67,6.15,Premium,2481.26,31,Old
2024-07-25,Fashion,909.94,27.93,Regular,6756.6,36,Old
2024-07-26,Home Decor,187.89,17.16,Regular,8278.04,34,Old
2024-07-27,Home Decor,245.17,36.46,Premium,6763.61,26,Old
2024-07-28,Toys,971.68,32.61,Premium,8261.07,29,Old
2024-07-29,Toys,189.17,42.28,Regular,4030.22,28,Old
2024-07-30,Fashion,855.84,34.62,Regular,1647.54,31,Old
2024-07-31,Sports,497.36,21.5,Regular,7405.71,31,Old
2024-08-01,Fashion,254.76,33.65,Regular,3668.7,33,Old
2024-08-02,Sports,872.04,13.77,Premium,6745.58,34,Old
2024-08-03,Sports,450.85,15.32,Regular,2779.38,25,Old
2024-08-04,Toys,519.67,39.45,Premium,904.17,31,Old
2024-08-05,Electronics,365.64,22.32,Occasional,9926.56,22,Old
2024-08-06,Electronics,597.02,39.92,Occasional,1646.39,30,Old
2024-08-07,Home Decor,171.89,41.12,Regular,9885.37,28,Old
2024-08-08,Toys,397.17,42.88,Occasional,9775.07,20,Old
2024-08-09,Sports,969.72,45.83,Occasional,7958.8,29,Old
2024-08-10,Electronics,265.55,21.55,Occasional,6628.29,24,Old
2024-08-11,Sports,660.17,15.94,Regular,5820.29,24,Old
2024-08-12,Electronics,331.94,29.11,Regular,8674.41,28,Old
2024-08-13,Electronics,775.74,18.56,Occasional,2965.45,37,Old
2024-08-14,Electronics,139.56,30.05,Premium,4730.04,30,Old
2024-08-15,Toys,970.12,35.28,Occasional,6231.96,34,Old
2024-08-16,Fashion,459.25,34.42,Regular,4170.79,30,Old
2024-08-17,Sports,243.69,18.73,Regular,4332.12,31,Old
2024-08-18,Toys,82.76,8.34,Regular,3369.82,33,Old
2024-08-19,Toys,178.06,21.53,Occasional,5685.89,29,Old
2024-08-20,Toys,524.58,7.13,Premium,8520.69,31,Old
2024-08-21,Toys,343.63,44.5,Regular,2095.13,35,Old
2024-08-22,Toys,830.59,17.29,Regular,9350.89,28,Old
2024-08-23,Home Decor,436.58,7.72,Occasional,6921.97,32,Old
2024-08-24,Sports,256.23,1.27,Premium,8250.4,43,Old
2024-08-25,Toys,620.97,32.29,Occasional,5606.29,16,Old
2024-08-26,Sports,709.71,31.85,Regular,7817.22,44,Old
2024-08-27,Home Decor,175.37,17.03,Premium,260.38,29,Old
2024-08-28,Home Decor,175.94,3.59,Premium,8201.97,32,Old
2024-08-29,Sports,46.3,20.48,Regular,497.37,29,Old
2024-08-30,Electronics,739.04,15.56,Premium,8910.14,45,Old
2024-08-31,Fashion,667.17,33.86,Premium,9920.43,32,Old
2024-09-01,Electronics,479.88,30.29,Occasional,3011.27,32,Old
2024-09-02,Electronics,845.73,18.23,Regular,2182.15,30,Old
2024-09-03,Electronics,807.61,10.89,Regular,7677.1,29,Old
2024-09-04,Toys,589.5,49.4,Regular,2604.96,24,Old
2024-09-05,Home Decor,869.59,22.7,Regular,8669.07,32,Old
2024-09-06,Electronics,213.78,34.41,Regular,1118.14,25,Old
2024-09-07,Home Decor,120.8,7.03,Premium,1346.96,35,Old
2024-09-08,Sports,277.05,24.28,Occasional,9793.6,22,Old
2024-09-09,Fashion,66.52,1.38,Regular,6771.01,22,Old
2024-09-10,Sports,535.86,25.27,Occasional,8484.18,33,Old
2024-09-11,Sports,937.24,48.2,Occasional,3310.86,24,Old
2024-09-12,Toys,48.95,19.21,Premium,6797.19,34,Old
2024-09-13,Fashion,130.89,1.95,Regular,5982.99,35,Old
2024-09-14,Sports,457.68,1.55,Premium,6071.19,32,Old
2024-09-15,Sports,934.54,19.4,Regular,6857.07,40,Old
2024-09-16,Fashion,322.99,8.0,Premium,5796.06,41,Old
2024-09-17,Fashion,512.16,1.17,Occasional,4347.72,45,Old
2024-09-18,Sports,51.16,37.81,Regular,2831.63,24,Old
2024-09-19,Fashion,156.86,22.93,Occasional,7708.96,37,Old
2024-09-20,Sports,986.76,14.46,Occasional,2340.1,48,Old
2024-09-21,Sports,965.47,45.0,Premium,6954.31,25,Old
2024-09-22,Toys,14.89,5.81,Regular,2409.99,20,Old
2024-09-23,Electronics,952.29,47.8,Occasional,6290.77,17,Old
2024-09-24,Sports,642.73,15.7,Premium,7496.07,44,Old
2024-09-25,Home Decor,869.24,44.42,Regular,2265.27,30,Old
2024-09-26,Electronics,460.19,30.15,Regular,693.44,34,Old
2024-09-27,Electronics,520.44,41.34,Occasional,1396.64,31,Old
2024-09-28,Electronics,493.96,49.2,Regular,6099.37,38,Old
2024-09-29,Toys,670.2,14.42,Occasional,8509.52,32,Old
2024-09-30,Sports,148.25,48.06,Regular,545.47,27,Old
2024-10-01,Toys,39.67,19.47,Premium,7368.1,24,Old
2024-10-02,Sports,314.85,19.28,Occasional,3479.05,40,Old
2024-10-03,Toys,707.63,17.02,Occasional,4837.43,57,Old
2024-10-04,Toys,209.83,27.07,Regular,9295.71,27,Old
2024-10-05,Home Decor,676.7,7.71,Regular,3386.52,28,Old
2024-10-06,Toys,970.21,27.69,Occasional,4706.84,41,Old
2024-10-07,Fashion,102.96,27.09,Regular,235.46,37,Old
2024-10-08,Home Decor,675.88,38.1,Premium,907.83,27,Old
2024-10-09,Toys,449.31,41.68,Regular,2660.06,21,Old
2024-10-10,Electronics,869.46,22.02,Premium,375.74,25,Old
2024-10-11,Fashion,185.38,15.12,Premium,6350.62,30,Old
2024-10-12,Fashion,695.7,12.97,Premium,4321.34,18,Old
2024-10-13,Fashion,839.73,9.73,Premium,5526.64,17,Old
2024-10-14,Home Decor,945.17,2.88,Premium,1829.01,27,Old
2024-10-15,Toys,686.42,17.12,Regular,3029.73,27,Old
2024-10-16,Toys,502.2,13.51,Premium,6671.86,28,Old
2024-10-17,Electronics,621.67,48.32,Regular,9656.5,37,Old
2024-10-18,Electronics,870.22,27.89,Premium,599.13,33,Old
2024-10-19,Fashion,574.9,17.36,Occasional,8914.8,31,Old
2024-10-20,Electronics,40.08,29.02,Premium,5811.12,19,Old
2024-10-21,Home Decor,931.64,6.96,Occasional,5682.8,40,Old
2024-10-22,Toys,692.63,22.2,Premium,5052.76,33,Old
2024-10-23,Fashion,679.75,31.31,Premium,787.0,47,Old
2024-10-24,Electronics,223.52,24.44,Premium,989.78,40,Old
2024-10-25,Home Decor,662.3,20.09,Occasional,6049.03,28,Old
2024-10-26,Home Decor,399.93,49.69,Occasional,3475.49,30,Old
2024-10-27,Electronics,654.72,44.02,Premium,9180.95,28,Old
2024-10-28,Toys,115.53,31.17,Regular,4125.25,37,Old
2024-10-29,Electronics,661.27,28.47,Premium,1518.49,34,Old
2024-10-30,Fashion,999.42,31.03,Occasional,7175.72,25,Old
2024-10-31,Electronics,57.73,10.07,Premium,3004.2,32,Old
2024-11-01,Home Decor,977.4,19.76,Occasional,5302.16,24,Old
2024-11-02,Electronics,412.84,1.97,Occasional,7008.54,27,Old
2024-11-03,Toys,872.05,23.78,Occasional,9012.61,29,Old
2024-11-04,Sports,784.56,27.15,Premium,7942.69,34,Old
2024-11-05,Electronics,571.35,11.39,Occasional,6795.97,28,Old
2024-11-06,Toys,741.06,48.2,Occasional,6828.37,46,Old
2024-11-07,Toys,879.73,45.47,Premium,9464.65,27,Old
2024-11-08,Home Decor,410.1,36.11,Occasional,3028.66,30,Old
2024-11-09,Toys,333.76,26.67,Premium,111.01,28,Old
2024-11-10,Toys,670.92,43.5,Occasional,2792.35,35,Old
2024-11-11,Toys,809.77,6.53,Regular,2257.12,39,Old
2024-11-12,Toys,764.66,39.53,Regular,6652.16,46,Old
2024-11-13,Fashion,799.84,6.24,Occasional,6373.74,40,Old
2024-11-14,Fashion,441.23,39.71,Regular,5975.27,38,Old
2024-11-15,Home Decor,819.66,13.79,Premium,260.81,37,Old
2024-11-16,Electronics,129.01,43.85,Regular,7314.9,34,Old
2024-11-17,Toys,549.04,47.2,Occasional,3302.95,24,Old
2024-11-18,Electronics,15.7,7.44,Occasional,6684.05,18,Old
2024-11-19,Electronics,331.34,23.13,Premium,5610.13,30,Old
2024-11-20,Home Decor,372.8,49.05,Occasional,3493.04,28,Old
2024-11-21,Toys,402.21,24.17,Premium,1432.31,32,Old
2024-11-22,Toys,698.51,43.18,Regular,1034.75,24,Old
2024-11-23,Sports,394.67,29.44,Regular,8332.03,17,Old
2024-11-24,Electronics,454.21,18.77,Premium,9192.14,36,Old
2024-11-25,Electronics,245.17,14.29,Premium,6532.9,23,Old
2024-11-26,Fashion,379.52,10.16,Occasional,1124.0,31,Old
2024-11-27,Sports,235.0,38.09,Regular,4080.07,30,Old
2024-11-28,Fashion,82.46,19.33,Premium,7316.5,22,Old
2024-11-29,Fashion,607.41,25.56,Regular,7820.23,19,Old
2024-11-30,Fashion,671.53,24.62,Premium,1270.36,41,Old
2024-12-01,Home Decor,623.3,28.86,Regular,100.3,28,Old
2024-12-02,Home Decor,468.86,43.28,Occasional,7150.16,26,Old
2024-12-03,Fashion,385.99,49.04,Regular,3630.3,33,Old
2024-12-04,Sports,864.7,20.38,Regular,2619.37,28,Old
2024-12-05,Electronics,523.89,41.38,Regular,227.68,32,Old
2024-12-06,Sports,484.39,38.23,Regular,5448.96,36,Old
2024-12-07,Toys,35.39,28.68,Regular,8526.39,30,Old
2024-12-08,Home Decor,347.84,47.8,Occasional,9580.55,16,Old
2024-12-09,Electronics,386.39,10.02,Premium,5700.88,38,Old
2024-12-10,Electronics,404.83,5.46,Regular,5193.17,42,Old
2024-12-11,Toys,584.37,42.7,Occasional,942.06,20,Old
2024-12-12,Toys,538.27,21.96,Regular,5533.84,32,Old
2024-12-13,Fashion,611.83,42.35,Regular,3861.79,26,Old
2024-12-14,Home Decor,767.23,44.65,Premium,6110.64,22,Old
2024-12-15,Home Decor,814.86,3.12,Regular,3948.39,32,Old
2024-12-16,Sports,720.94,44.17,Occasional,2478.96,45,Old
2024-12-17,Fashion,955.97,22.42,Occasional,1040.16,25,Old
2024-12-18,Fashion,28.05,25.52,Premium,3217.69,28,Old
2024-12-19,Fashion,203.82,31.33,Regular,1056.78,22,Old
2024-12-20,Fashion,17.49,46.32,Occasional,1851.28,19,Old
2024-12-21,Home Decor,651.0,0.96,Regular,9874.63,47,Old
2024-12-22,Home Decor,899.05,23.84,Regular,4496.63,35,Old
2024-12-23,Fashion,251.05,34.39,Regular,5365.53,13,Old
2024-12-24,Sports,927.76,36.14,Premium,8748.82,28,Old
2024-12-25,Electronics,69.66,34.63,Regular,9956.13,22,Old
2024-12-26,Electronics,935.09,6.72,Occasional,5868.87,41,Old
2024-12-27,Sports,358.11,14.97,Regular,8143.49,29,Old
2024-12-28,Fashion,110.41,17.94,Occasional,3336.72,47,Old
2024-12-29,Home Decor,491.01,40.22,Regular,3126.87,19,Old
2024-12-30,Electronics,264.21,13.94,Occasional,4086.77,21,Old
2024-12-31,Toys,292.02,10.54,Occasional,6757.82,38,Old
2025-01-01,Toys,314.22,47.87,Regular,6853.7,46,Old
2025-01-02,Sports,805.0,0.44,Regular,3220.87,25,Old
2025-01-03,Fashion,543.77,49.89,Occasional,1418.78,15,Old
2025-01-04,Electronics,318.19,33.84,Premium,6360.72,19,Old
2025-01-05,Fashion,614.23,41.42,Regular,1370.43,26,Old
2025-01-06,Electronics,718.99,14.73,Premium,5827.08,36,Old
2025-01-07,Sports,279.9,0.72,Regular,6964.88,26,Old
2025-01-08,Sports,419.41,36.89,Regular,7036.05,31,Old
2025-01-09,Toys,130.67,41.71,Regular,7559.37,31,Old
2025-01-10,Fashion,189.34,37.02,Regular,8741.31,25,Old
2025-01-11,Toys,684.31,7.14,Premium,5049.59,27,Old
2025-01-12,Fashion,189.62,37.67,Regular,7329.47,31,Old
2025-01-13,Toys,529.91,38.45,Occasional,6229.81,24,Old
2025-01-14,Home Decor,711.96,32.93,Occasional,1947.74,27,Old
2025-01-15,Home Decor,115.81,38.31,Premium,354.33,36,Old
2025-01-16,Home Decor,571.64,42.3,Regular,2916.96,15,Old
2025-01-17,Home Decor,264.0,30.68,Occasional,4486.03,26,Old
2025-01-18,Electronics,963.3,4.43,Premium,6209.35,31,Old
2025-01-19,Home Decor,488.71,24.38,Regular,8514.6,43,Old
2025-01-20,Sports,807.93,3.88,Occasional,2042.83,24,Old
2025-01-21,Sports,554.72,20.38,Occasional,1342.94,15,Old
2025-01-22,Electronics,52.98,20.36,Premium,9638.45,25,Old
2025-01-23,Home Decor,636.82,3.3,Regular,1169.64,32,Old
2025-01-24,Home Decor,951.89,17.44,Regular,4837.06,36,Old
2025-01-25,Home Decor,605.6,5.55,Occasional,5897.08,33,Old
2025-01-26,Toys,821.0,40.41,Occasional,5459.61,17,Old
2025-01-27,Fashion,885.36,47.38,Occasional,951.72,39,Old
2025-01-28,Toys,235.8,3.62,Regular,664.57,40,Old
2025-01-29,Fashion,219.92,47.76,Premium,1144.29,36,Old
2025-01-30,Home Decor,614.87,26.13,Premium,5897.32,29,Old
2025-01-31,Home Decor,416.92,14.98,Regular,5489.01,28,Old
2025-02-01,Toys,841.46,3.84,Premium,2414.03,37,Old
2025-02-02,Toys,901.02,25.03,Occasional,6413.96,34,Old
2025-02-03,Fashion,359.89,39.73,Premium,8218.67,36,Old
2025-02-04,Sports,244.5,35.35,Premium,511.63,30,Old
2025-02-05,Fashion,782.72,2.51,Premium,5031.49,24,Old
2025-02-06,Toys,282.06,3.65,Occasional,6924.17,28,Old
2025-02-07,Toys,824.39,20.14,Regular,2597.89,31,Old
2025-02-08,Electronics,429.5,14.76,Occasional,3146.93,41,Old
2025-02-09,Toys,670.87,11.62,Regular,6175.02,21,Old
2025-02-10,Electronics,104.58,14.05,Regular,8989.56,18,Old
2025-02-11,Sports,627.62,40.17,Regular,8118.25,21,Old
2025-02-12,Fashion,457.25,46.46,Premium,5872.99,28,Old
2025-02-13,Fashion,590.74,20.26,Premium,7329.2,27,Old
2025-02-14,Electronics,176.33,45.31,Regular,3711.74,27,Old
2025-02-15,Fashion,739.51,16.07,Regular,6445.56,28,Old
2025-02-16,Toys,864.17,23.82,Premium,4715.2,35,Old
2025-02-17,Home Decor,224.57,11.3,Occasional,1980.37,20,Old
2025-02-18,Electronics,104.76,32.02,Regular,7047.21,34,Old
2025-02-19,Fashion,33.4,48.95,Occasional,5609.0,31,Old
2025-02-20,Electronics,645.55,30.17,Premium,3650.35,34,Old
2025-02-21,Electronics,611.02,17.89,Regular,9122.26,38,Old
2025-02-22,Home Decor,551.23,32.39,Occasional,307.25,30,Old
2025-02-23,Toys,239.63,6.15,Occasional,3226.15,25,Old
2025-02-24,Electronics,397.0,44.43,Occasional,663.13,28,Old
2025-02-25,Fashion,598.53,25.15,Premium,7688.62,40,Old
2025-02-26,Sports,501.8,22.47,Premium,7050.86,25,Old
2025-02-27,Electronics,987.91,29.29,Occasional,3380.39,22,Old
2025-02-28,Electronics,145.08,31.24,Occasional,6789.06,28,Old
2025-03-01,Home Decor,698.19,3.59,Premium,4019.78,24,Old
2025-03-02,Toys,410.28,34.13,Occasional,7586.91,32,Old
2025-03-03,Sports,433.92,12.1,Occasional,4596.42,15,Old
2025-03-04,Fashion,720.42,35.7,Premium,4181.57,32,Old
2025-03-05,Sports,695.51,41.13,Occasional,9353.83,37,Old
2025-03-06,Fashion,991.34,40.2,Occasional,2583.7,31,Old
2025-03-07,Toys,137.11,27.63,Occasional,1292.43,27,Old
2025-03-08,Fashion,113.07,26.01,Premium,5886.98,19,Old
2025-03-09,Home Decor,727.1,7.14,Occasional,9696.29,31,Old
2025-03-10,Home Decor,582.6,38.77,Premium,3840.61,32,Old
2025-03-11,Home Decor,281.42,13.57,Premium,714.16,23,Old
2025-03-12,Home Decor,88.63,24.83,Regular,3459.12,24,Old
2025-03-13,Sports,94.8,14.21,Regular,5108.72,36,Old
2025-03-14,Toys,895.25,6.69,Occasional,1703.04,31,Old
2025-03-15,Fashion,199.95,31.48,Premium,6615.21,36,Old
2025-03-16,Fashion,330.14,2.72,Regular,9977.72,34,Old
2025-03-17,Home Decor,234.39,37.43,Occasional,4572.22,28,Old
2025-03-18,Home Decor,361.45,15.88,Regular,3611.81,32,Old
2025-03-19,Electronics,78.73,0.01,Regular,4066.97,37,Old
2025-03-20,Toys,523.87,25.56,Premium,1239.95,34,Old
2025-03-21,Sports,76.94,2.34,Premium,8844.41,36,Old
2025-03-22,Fashion,802.35,13.81,Regular,4206.77,18,Old
2025-03-23,Electronics,241.37,35.35,Regular,3934.02,29,Old
2025-03-24,Electronics,544.61,3.13,Premium,6630.93,22,Old
2025-03-25,Fashion,881.28,41.97,Occasional,4476.13,45,Old
2025-03-26,Sports,654.37,0.19,Premium,6517.51,33,Old
2025-03-27,Electronics,537.63,12.34,Regular,708.32,33,Old
2025-03-28,Electronics,331.09,37.05,Occasional,8155.86,40,Old
